evidence_id,evidence_class,experiment_family,story_stage,scientific_role,source_key,quantity,canonical_source_path,canonical_source_sha256,split,training_scale,model_system,seed_set,n_training_seeds,point_estimate,across_training_seed_sd_ddof1,ci95,ci_type,cluster_unit,n_questions,n_unique_images,answer_set_size,metric_id,analysis_role,comparison_class,evidence_readiness,checkpoint_selection,excludes_zero,proposed_figure_use,proposed_table_use,proposed_dissertation_section,proposed_supervisor_slide,appendix_destination,mandatory_limitation
EV-CON-E10.pretraining_effect.train_250k,CON,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/pretraining_effect/train_250k,"paired contrast, effect in accuracy points",results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_250k,pretraining_effect,0|1|2,3,-0.00238,0.01105,-0.01071|0.00588,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",false,VE0-FIG-08,VE0-TAB-05|VE0-TAB-A4,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-10-PRETRAINING-IS-INTERFACE-DEPENDENT,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-CON-E10.pretraining_effect.train_40k,CON,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/pretraining_effect/train_40k,"paired contrast, effect in accuracy points",results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_40k,pretraining_effect,0|1|2,3,-0.00683,0.00939,-0.01508|0.00114,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",false,VE0-FIG-08,VE0-TAB-05|VE0-TAB-A4,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-10-PRETRAINING-IS-INTERFACE-DEPENDENT,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-CON-E10.scale_effect_B4,CON,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/scale_effect_B4,"paired contrast, effect in accuracy points",results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_40k vs train_250k,E10/scale_effect_B4,0|1|2,3,0.06771,0.01208,0.058|0.07738,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",true,,VE0-TAB-03|VE0-TAB-A4,R3_SCALING_BEHAVIOUR|R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-CON-E10.scale_effect_B4r,CON,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/scale_effect_B4r,"paired contrast, effect in accuracy points",results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_40k vs train_250k,E10/scale_effect_B4r,0|1|2,3,0.06326,0.00611,0.05287|0.07296,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",true,,VE0-TAB-03|VE0-TAB-A4,R3_SCALING_BEHAVIOUR|R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-CON-E8A.A0p_minus_A1r.train_250k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A0p_minus_A1r/train_250k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_250k,A0p_minus_A1r,0|1|2,3,0.06966,0.00481,0.05951|0.0792,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"best development epoch, patience 10, at most 100 epochs",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-CON-E8A.A0p_minus_A1r.train_40k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A0p_minus_A1r/train_40k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_40k,A0p_minus_A1r,0|1|2,3,0.05004,0.00546,0.04144|0.05864,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"best development epoch, patience 10, at most 100 epochs",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-CON-E8A.A1_minus_A0p.train_250k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1_minus_A0p/train_250k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_250k,A1_minus_A0p,0|1|2,3,-0.0213,0.0014,-0.02983|-0.01253,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,REPRESENTATION_CONFOUNDED,READY,"best development epoch, patience 10, at most 100 epochs",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface. Not a pure causal semantics or alignment effect: the two sides differ in representation space, in interface, and in whether the text representation shares a pretrained space with the image representation."
EV-CON-E8A.A1_minus_A0p.train_40k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1_minus_A0p/train_40k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_40k,A1_minus_A0p,0|1|2,3,-0.01184,0.00143,-0.01996|-0.00427,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,REPRESENTATION_CONFOUNDED,READY,"best development epoch, patience 10, at most 100 epochs",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface. Not a pure causal semantics or alignment effect: the two sides differ in representation space, in interface, and in whether the text representation shares a pretrained space with the image representation."
EV-CON-E8A.A1_minus_A1r.train_250k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1_minus_A1r/train_250k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_250k,A1_minus_A1r,0|1|2,3,0.04835,0.00345,0.03935|0.05803,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"best development epoch, patience 10, at most 100 epochs",true,VE0-FIG-08,VE0-TAB-05|VE0-TAB-A4,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-10-PRETRAINING-IS-INTERFACE-DEPENDENT,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-CON-E8A.A1_minus_A1r.train_40k,CON,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1_minus_A1r/train_40k,"paired contrast, effect in accuracy points",results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_40k,A1_minus_A1r,0|1|2,3,0.0382,0.00419,0.02947|0.0468,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,PRIMARY,CLEAN_PAIRED_CONTROL,READY,"best development epoch, patience 10, at most 100 epochs",true,VE0-FIG-08,VE0-TAB-05|VE0-TAB-A4,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-10-PRETRAINING-IS-INTERFACE-DEPENDENT,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-CON-E8B.B2_-_B1.train_250k,CON,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B2 - B1/train_250k,"paired contrast, effect in accuracy points",results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_250k,B2 - B1,0|1|2,3,0.00691,,-0.00112|0.01491,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",false,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-CON-E8B.B2_-_B1.train_40k,CON,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B2 - B1/train_40k,"paired contrast, effect in accuracy points",results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_40k,B2 - B1,0|1|2,3,-0.01115,,-0.01965|-0.00299,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-CON-E8B.B3_-_B1.train_250k,CON,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B3 - B1/train_250k,"paired contrast, effect in accuracy points",results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_250k,B3 - B1,0|1|2,3,0.00216,,-0.00511|0.00952,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",false,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-CON-E8B.B3_-_B1.train_40k,CON,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B3 - B1/train_40k,"paired contrast, effect in accuracy points",results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_40k,B3 - B1,0|1|2,3,-0.03578,,-0.0442|-0.02749,"evaluation-sampling, image-clustered",represented development imageId,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,SYSTEM_LEVEL_COMPARISON,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",true,,VE0-TAB-A4,R_APPENDIX_STATISTICS,,VE0-TAB-A4,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
